pay_date,producttitle,productType,revenue,paymenttype,Source,user_type
18.04.2022,Продукт 33,Тип 2,5600,покупка,None,new
18.04.2022,Продукт 34,Тип 2,10320,покупка,None,new
18.04.2022,Продукт 34,Тип 2,12470,покупка,None,old
18.04.2022,Продукт 34,Тип 2,44720,покупка,Ютуб,new
18.04.2022,Продукт 34,Тип 2,19565,покупка,Ютуб,old
18.04.2022,Продукт 34,Тип 2,2795,покупка,Телеграм,new
18.04.2022,Продукт 34,Тип 2,2795,покупка,Телеграм,old
18.04.2022,Продукт 35,Тип 2,1750,покупка,None,old
18.04.2022,Продукт 35,Тип 2,2100,покупка,Блогер,new
18.04.2022,Продукт 78,Тип 2,3010,покупка,None,new
18.04.2022,Продукт 37,Тип 4,620,в подарок,None,old
18.04.2022,Продукт 37,Тип 4,930,покупка,None,old
19.04.2022,Продукт 80,Тип 4,2940,покупка,None,old
19.04.2022,Продукт 1,Тип 1,1080,покупка,None,old
19.04.2022,Продукт 1,Тип 1,3315,покупка,Ютуб,new
19.04.2022,Продукт 4,Тип 1,4080,в подарок,None,new
19.04.2022,Продукт 4,Тип 1,3315,покупка,Ютуб,new
19.04.2022,Продукт 6,Тип 2,5040,покупка,None,old
19.04.2022,Продукт 6,Тип 2,4095,покупка,Ютуб,new
19.04.2022,Продукт 6,Тип 2,3260,покупка,Лидген,old
19.04.2022,Продукт 6,Тип 2,4410,покупка,Реклама,old
19.04.2022,Продукт 7,Тип 3,10400,в подарок,None,old
19.04.2022,Продукт 8,Тип 3,2800,в подарок,None,new
19.04.2022,Продукт 9,Тип 3,4000,в подарок,None,new
19.04.2022,Продукт 9,Тип 3,6250,в подарок,None,old
19.04.2022,Продукт 61,Тип 3,14400,в подарок,None,new
19.04.2022,Продукт 62,Тип 4,2475,покупка,Ютуб,old
19.04.2022,Продукт 12,Тип 1,10710,покупка,None,new
19.04.2022,Продукт 14,Тип 4,1550,покупка,None,old
19.04.2022,Продукт 15,Тип 4,1750,покупка,None,old
19.04.2022,Продукт 16,Тип 2,9920,покупка,None,new
19.04.2022,Продукт 16,Тип 2,23460,покупка,None,old
19.04.2022,Продукт 50,Тип 4,1550,покупка,None,old
19.04.2022,Продукт 76,Тип 1,2535,покупка,Ютуб,new
19.04.2022,Продукт 18,Тип 1,3060,покупка,Блогер,new
19.04.2022,Продукт 22,Тип 1,4080,покупка,None,old
19.04.2022,Продукт 22,Тип 1,18360,покупка,Блогер,new
19.04.2022,Продукт 22,Тип 1,9945,покупка,Ютуб,new
19.04.2022,Продукт 23,Тип 1,9840,в подарок,None,new
19.04.2022,Продукт 23,Тип 1,9840,в подарок,None,old
19.04.2022,Продукт 26,Тип 5,6630,покупка,Ютуб,old
19.04.2022,Продукт 28,Тип 5,4080,покупка,None,new
19.04.2022,Продукт 53,Тип 1,5040,покупка,None,new
19.04.2022,Продукт 54,Тип 2,7920,покупка,None,old
19.04.2022,Продукт 54,Тип 2,6435,покупка,Ютуб,new
19.04.2022,Продукт 30,Тип 4,1860,покупка,None,old
19.04.2022,Продукт 30,Тип 4,1860,покупка,Блогер,new
19.04.2022,Продукт 60,Тип 2,2480,покупка,None,old
19.04.2022,Продукт 31,Тип 1,2790,покупка,None,old
19.04.2022,Продукт 31,Тип 1,36000,покупка,Блогер,new
19.04.2022,Продукт 31,Тип 1,9000,покупка,Блогер,old
19.04.2022,Продукт 32,Тип 6,18000,покупка,None,old
19.04.2022,Продукт 70,Тип 6,7700,покупка,None,old
19.04.2022,Продукт 33,Тип 2,2800,покупка,None,new
19.04.2022,Продукт 34,Тип 2,3440,покупка,None,old
19.04.2022,Продукт 34,Тип 2,5590,покупка,Ютуб,new
19.04.2022,Продукт 34,Тип 2,2795,покупка,Телеграм,new
19.04.2022,Продукт 35,Тип 2,1800,покупка,None,old
19.04.2022,Продукт 35,Тип 2,2275,покупка,Ютуб,new
19.04.2022,Продукт 37,Тип 4,1395,покупка,Ютуб,new
20.04.2022,Продукт 1,Тип 1,1530,покупка,Лидген,old
20.04.2022,Продукт 74,Тип 4,300,покупка,None,old
20.04.2022,Продукт 74,Тип 4,350,покупка,Лидген,old
20.04.2022,Продукт 40,Тип 1,1050,покупка,Лидген,old
20.04.2022,Продукт 4,Тип 1,884,покупка,None,old
20.04.2022,Продукт 4,Тип 1,9180,покупка,Блогер,new
20.04.2022,Продукт 5,Тип 7,3150,покупка,None,old
20.04.2022,Продукт 6,Тип 2,10080,покупка,None,old
20.04.2022,Продукт 42,Тип 4,2480,покупка,None,new
20.04.2022,Продукт 7,Тип 3,3600,в подарок,None,old
20.04.2022,Продукт 9,Тип 3,2800,в подарок,None,new
20.04.2022,Продукт 9,Тип 3,6000,в подарок,None,old
20.04.2022,Продукт 11,Тип 2,1750,покупка,None,old
20.04.2022,Продукт 45,Тип 1,1260,покупка,None,old
20.04.2022,Продукт 62,Тип 4,550,покупка,Лидген,old
20.04.2022,Продукт 12,Тип 1,2550,покупка,None,old
20.04.2022,Продукт 47,Тип 7,2450,покупка,None,old
20.04.2022,Продукт 55,Тип 2,2015,покупка,Телеграм,old
20.04.2022,Продукт 15,Тип 4,350,покупка,Лидген,old
20.04.2022,Продукт 16,Тип 2,2480,в подарок,None,old
20.04.2022,Продукт 16,Тип 2,2015,в подарок,Ютуб,new
20.04.2022,Продукт 16,Тип 2,12400,покупка,None,old
20.04.2022,Продукт 16,Тип 2,2015,покупка,Ютуб,old
20.04.2022,Продукт 16,Тип 2,930,покупка,Лидген,old
20.04.2022,Продукт 63,Тип 1,284,покупка,None,old
20.04.2022,Продукт 64,Тип 4,310,покупка,Лидген,old
20.04.2022,Продукт 17,Тип 2,2015,в подарок,Телеграм,old
20.04.2022,Продукт 17,Тип 2,480,покупка,None,old
20.04.2022,Продукт 17,Тип 2,2015,покупка,Ютуб,new
20.04.2022,Продукт 50,Тип 4,1395,в подарок,Ютуб,new
20.04.2022,Продукт 50,Тип 4,310,покупка,Лидген,old
20.04.2022,Продукт 76,Тип 1,1170,покупка,Лидген,old
20.04.2022,Продукт 79,Тип 2,930,покупка,Лидген,old
20.04.2022,Продукт 22,Тип 1,4080,покупка,None,new
20.04.2022,Продукт 22,Тип 1,3060,покупка,Блогер,new
20.04.2022,Продукт 49,Тип 2,13860,покупка,None,old
20.04.2022,Продукт 23,Тип 1,9840,в подарок,None,new
20.04.2022,Продукт 65,Тип 5,6860,покупка,None,old
20.04.2022,Продукт 27,Тип 4,1860,покупка,None,old
20.04.2022,Продукт 28,Тип 5,19380,покупка,None,new
20.04.2022,Продукт 28,Тип 5,6120,покупка,Блогер,new
20.04.2022,Продукт 53,Тип 1,2160,покупка,Лидген,old
20.04.2022,Продукт 54,Тип 2,7920,покупка,None,new
20.04.2022,Продукт 54,Тип 2,7920,покупка,None,old
20.04.2022,Продукт 54,Тип 2,6435,покупка,Ютуб,new
20.04.2022,Продукт 66,Тип 9,4500,покупка,Лидген,old
20.04.2022,Продукт 30,Тип 4,310,покупка,Лидген,old
20.04.2022,Продукт 31,Тип 1,4500,покупка,Блогер,new
20.04.2022,Продукт 31,Тип 1,4875,покупка,Ютуб,new
20.04.2022,Продукт 68,Тип 4,750,покупка,Лидген,old
20.04.2022,Продукт 32,Тип 6,12600,покупка,Телеграм,new
20.04.2022,Продукт 34,Тип 2,3440,покупка,None,new
20.04.2022,Продукт 35,Тип 2,2800,покупка,None,new
20.04.2022,Продукт 2,Тип 2,1550,покупка,None,old
20.04.2022,Продукт 73,Тип 2,784,покупка,None,old
20.04.2022,Продукт 37,Тип 4,310,покупка,Лидген,old
20.04.2022,Продукт 38,Тип 8,3300,покупка,Лидген,old
21.04.2022,Продукт 80,Тип 4,2450,покупка,None,old
21.04.2022,Продукт 74,Тип 4,700,покупка,Реклама,old
21.04.2022,Продукт 77,Тип 2,1860,покупка,None,old
21.04.2022,Продукт 40,Тип 1,2800,в подарок,None,new
21.04.2022,Продукт 40,Тип 1,2450,покупка,None,new
21.04.2022,Продукт 4,Тип 1,6120,покупка,Блогер,new
21.04.2022,Продукт 41,Тип 4,780,покупка,Реклама,old
21.04.2022,Продукт 5,Тип 7,5040,в подарок,None,new
21.04.2022,Продукт 5,Тип 7,3780,покупка,None,new
21.04.2022,Продукт 7,Тип 3,13600,в подарок,None,new
21.04.2022,Продукт 9,Тип 3,9200,в подарок,None,new
21.04.2022,Продукт 10,Тип 4,2800,покупка,None,old
21.04.2022,Продукт 43,Тип 4,1950,покупка,None,old
21.04.2022,Продукт 43,Тип 4,780,покупка,Реклама,old
21.04.2022,Продукт 45,Тип 1,720,покупка,None,old
21.04.2022,Продукт 62,Тип 4,2750,покупка,None,old
21.04.2022,Продукт 12,Тип 1,4080,покупка,None,new
21.04.2022,Продукт 12,Тип 1,4080,покупка,None,old
21.04.2022,Продукт 46,Тип 4,620,покупка,Реклама,old
21.04.2022,Продукт 47,Тип 7,2940,покупка,None,old
21.04.2022,Продукт 58,Тип 5,6000,покупка,Блогер,new
21.04.2022,Продукт 55,Тип 2,2480,в подарок,None,old
21.04.2022,Продукт 55,Тип 2,2480,покупка,None,new
21.04.2022,Продукт 14,Тип 4,1550,покупка,None,new
21.04.2022,Продукт 15,Тип 2,2800,покупка,None,new
21.04.2022,Продукт 16,Тип 2,10090,покупка,None,old
21.04.2022,Продукт 64,Тип 4,1860,покупка,None,old
21.04.2022,Продукт 17,Тип 2,4340,покупка,None,new
21.04.2022,Продукт 18,Тип 1,3060,в подарок,None,new
21.04.2022,Продукт 18,Тип 1,21420,покупка,Блогер,new
21.04.2022,Продукт 18,Тип 1,3060,покупка,Блогер,old
21.04.2022,Продукт 19,Тип 4,1000,покупка,None,old
21.04.2022,Продукт 79,Тип 2,2480,покупка,None,old
21.04.2022,Продукт 22,Тип 1,4080,покупка,None,old
21.04.2022,Продукт 22,Тип 1,3060,покупка,Блогер,new
21.04.2022,Продукт 22,Тип 1,6630,покупка,Ютуб,new
21.04.2022,Продукт 24,Тип 2,7920,покупка,None,new
21.04.2022,Продукт 26,Тип 5,3315,покупка,None,old
21.04.2022,Продукт 52,Тип 4,780,покупка,Реклама,old
21.04.2022,Продукт 28,Тип 5,3060,в подарок,Блогер,new
21.04.2022,Продукт 28,Тип 5,26520,покупка,None,new
21.04.2022,Продукт 28,Тип 5,4080,покупка,None,old
21.04.2022,Продукт 28,Тип 5,9180,покупка,Блогер,new
21.04.2022,Продукт 28,Тип 5,9945,покупка,Ютуб,new
21.04.2022,Продукт 54,Тип 2,7920,в подарок,None,new
21.04.2022,Продукт 66,Тип 9,12000,покупка,None,old
21.04.2022,Продукт 30,Тип 4,1550,покупка,None,new
21.04.2022,Продукт 31,Тип 1,4500,покупка,Лидген,old
21.04.2022,Продукт 32,Тип 6,25200,покупка,Ютуб,new
21.04.2022,Продукт 32,Тип 6,12600,покупка,Ютуб,old
21.04.2022,Продукт 69,Тип 6,17640,покупка,None,old
21.04.2022,Продукт 72,Тип 4,1860,покупка,Блогер,new
21.04.2022,Продукт 37,Тип 4,620,покупка,Реклама,old
22.04.2022,Продукт 1,Тип 1,4964,покупка,None,old
22.04.2022,Продукт 40,Тип 1,7000,покупка,None,old
22.04.2022,Продукт 3,Тип 2,1656,покупка,None,old
22.04.2022,Продукт 4,Тип 1,3570,покупка,None,new
22.04.2022,Продукт 4,Тип 1,3060,покупка,Блогер,new
22.04.2022,Продукт 4,Тип 1,1785,покупка,Ютуб,new
22.04.2022,Продукт 81,Тип 2,2275,покупка,Ютуб,old
22.04.2022,Продукт 6,Тип 2,955,покупка,None,old
22.04.2022,Продукт 6,Тип 2,4095,покупка,Ютуб,old
22.04.2022,Продукт 42,Тип 4,310,покупка,Лидген,old
22.04.2022,Продукт 7,Тип 3,6400,в подарок,None,new
22.04.2022,Продукт 7,Тип 3,2400,в подарок,None,old
22.04.2022,Продукт 8,Тип 3,2400,в подарок,None,new
22.04.2022,Продукт 9,Тип 3,7600,в подарок,None,new
22.04.2022,Продукт 61,Тип 3,2100,в подарок,None,old
22.04.2022,Продукт 10,Тип 4,2800,покупка,None,old
22.04.2022,Продукт 10,Тип 4,2275,покупка,Ютуб,old
22.04.2022,Продукт 43,Тип 4,1170,покупка,None,old
22.04.2022,Продукт 12,Тип 1,4105,покупка,None,old
22.04.2022,Продукт 12,Тип 1,315,покупка,Ютуб,old
22.04.2022,Продукт 58,Тип 5,6000,покупка,Блогер,old
22.04.2022,Продукт 55,Тип 2,3720,покупка,None,old
22.04.2022,Продукт 15,Тип 2,2884,покупка,None,old
22.04.2022,Продукт 16,Тип 2,2480,в подарок,None,old
22.04.2022,Продукт 16,Тип 2,27280,покупка,None,new
22.04.2022,Продукт 16,Тип 2,9610,покупка,None,old
22.04.2022,Продукт 63,Тип 1,2535,в подарок,Ютуб,new
22.04.2022,Продукт 63,Тип 1,284,покупка,None,old
22.04.2022,Продукт 63,Тип 1,1365,покупка,Ютуб,new
22.04.2022,Продукт 17,Тип 2,4030,покупка,None,old
22.04.2022,Продукт 17,Тип 2,3720,покупка,Блогер,new
22.04.2022,Продукт 17,Тип 2,930,покупка,Лидген,old
22.04.2022,Продукт 50,Тип 4,930,покупка,None,old
22.04.2022,Продукт 76,Тип 1,1365,покупка,Ютуб,new
22.04.2022,Продукт 18,Тип 1,3315,покупка,Ютуб,new
22.04.2022,Продукт 19,Тип 4,750,покупка,None,old
22.04.2022,Продукт 79,Тип 2,2790,покупка,None,old
22.04.2022,Продукт 22,Тип 1,3570,покупка,None,old
22.04.2022,Продукт 23,Тип 1,7380,покупка,None,old
22.04.2022,Продукт 23,Тип 1,12300,покупка,Блогер,new
22.04.2022,Продукт 23,Тип 1,12300,покупка,Блогер,old
22.04.2022,Продукт 24,Тип 2,7920,покупка,None,old
22.04.2022,Продукт 25,Тип 7,5040,покупка,Реклама,new
22.04.2022,Продукт 26,Тип 5,2550,покупка,None,old
22.04.2022,Продукт 27,Тип 4,1860,в подарок,None,new
22.04.2022,Продукт 27,Тип 4,930,покупка,None,old
22.04.2022,Продукт 27,Тип 4,1395,покупка,Ютуб,new
22.04.2022,Продукт 28,Тип 5,3315,в подарок,Ютуб,old
22.04.2022,Продукт 28,Тип 5,13260,покупка,None,new
22.04.2022,Продукт 28,Тип 5,2550,покупка,None,old
22.04.2022,Продукт 28,Тип 5,6120,покупка,Блогер,new
22.04.2022,Продукт 28,Тип 5,9945,покупка,Ютуб,new
22.04.2022,Продукт 28,Тип 5,16575,покупка,Ютуб,old
22.04.2022,Продукт 28,Тип 5,3315,покупка,Телеграм,new
22.04.2022,Продукт 28,Тип 5,6630,покупка,Телеграм,old
22.04.2022,Продукт 53,Тип 1,5760,покупка,None,old
22.04.2022,Продукт 30,Тип 4,310,покупка,Лидген,old
22.04.2022,Продукт 31,Тип 1,7357,покупка,None,old
22.04.2022,Продукт 68,Тип 4,1000,покупка,None,old
22.04.2022,Продукт 32,Тип 6,12600,покупка,Телеграм,old
22.04.2022,Продукт 70,Тип 6,14700,в подарок,None,new
22.04.2022,Продукт 34,Тип 2,6880,покупка,None,new
22.04.2022,Продукт 34,Тип 2,1720,покупка,None,old
22.04.2022,Продукт 35,Тип 2,1750,покупка,None,old
22.04.2022,Продукт 72,Тип 4,2480,покупка,None,new
22.04.2022,Продукт 56,Тип 4,765,покупка,Ютуб,new
22.04.2022,Продукт 73,Тип 2,3920,покупка,None,old
22.04.2022,Продукт 37,Тип 4,1480,покупка,None,old
22.04.2022,Продукт 37,Тип 4,465,покупка,Ютуб,new
22.04.2022,Продукт 37,Тип 4,310,покупка,Лидген,old
22.04.2022,Продукт 38,Тип 8,3300,покупка,Лидген,old
22.04.2022,Продукт 39,Тип 5,1750,покупка,None,old
22.04.2022,Продукт 39,Тип 5,2450,покупка,Реклама,old
23.04.2022,Продукт 74,Тип 4,1750,покупка,None,old
23.04.2022,Продукт 74,Тип 4,350,покупка,Блогер,old
23.04.2022,Продукт 77,Тип 2,687,покупка,None,old
23.04.2022,Продукт 40,Тип 1,2450,покупка,None,old
23.04.2022,Продукт 3,Тип 2,2787,покупка,None,old
23.04.2022,Продукт 41,Тип 4,1477,покупка,None,old
23.04.2022,Продукт 5,Тип 7,2520,покупка,Реклама,new
23.04.2022,Продукт 5,Тип 7,4410,покупка,Реклама,old
23.04.2022,Продукт 57,Тип 4,4527,покупка,None,old
23.04.2022,Продукт 81,Тип 2,1750,покупка,None,old
23.04.2022,Продукт 6,Тип 2,5040,в подарок,None,old
23.04.2022,Продукт 6,Тип 2,5527,покупка,None,old
23.04.2022,Продукт 6,Тип 2,1890,покупка,Блогер,old
23.04.2022,Продукт 42,Тип 4,67,покупка,None,old
23.04.2022,Продукт 7,Тип 3,1200,в подарок,None,new
23.04.2022,Продукт 8,Тип 3,11200,в подарок,None,new
23.04.2022,Продукт 9,Тип 3,6000,в подарок,None,old
23.04.2022,Продукт 61,Тип 3,4000,в подарок,None,new
23.04.2022,Продукт 10,Тип 4,2450,покупка,None,old
23.04.2022,Продукт 12,Тип 1,1080,покупка,None,new
23.04.2022,Продукт 12,Тип 1,2317,покупка,None,old
23.04.2022,Продукт 12,Тип 1,3315,покупка,Ютуб,new
23.04.2022,Продукт 12,Тип 1,6630,покупка,Ютуб,old
23.04.2022,Продукт 12,Тип 1,2040,покупка,Реклама,new
23.04.2022,Продукт 12,Тип 1,3315,покупка,Телеграм,new
23.04.2022,Продукт 12,Тип 1,3315,покупка,Телеграм,old
23.04.2022,Продукт 47,Тип 7,5880,покупка,None,old
23.04.2022,Продукт 14,Тип 4,1860,в подарок,None,old
23.04.2022,Продукт 16,Тип 2,2015,в подарок,Ютуб,new
23.04.2022,Продукт 16,Тип 2,19840,покупка,None,new
23.04.2022,Продукт 16,Тип 2,3167,покупка,None,old
23.04.2022,Продукт 16,Тип 2,4030,покупка,Ютуб,new
23.04.2022,Продукт 50,Тип 4,67,покупка,None,old
23.04.2022,Продукт 59,Тип 4,5250,покупка,None,new
23.04.2022,Продукт 18,Тип 1,4080,покупка,None,new
23.04.2022,Продукт 21,Тип 5,2480,покупка,None,new
23.04.2022,Продукт 21,Тип 5,3720,покупка,None,old
23.04.2022,Продукт 23,Тип 1,7995,покупка,Ютуб,old
23.04.2022,Продукт 23,Тип 1,4920,покупка,Реклама,new
23.04.2022,Продукт 24,Тип 2,3960,покупка,Реклама,new
23.04.2022,Продукт 25,Тип 7,5760,покупка,None,new
23.04.2022,Продукт 25,Тип 7,9720,покупка,None,old
23.04.2022,Продукт 25,Тип 7,4320,покупка,Блогер,new
23.04.2022,Продукт 25,Тип 7,2820,покупка,Блогер,old
23.04.2022,Продукт 27,Тип 4,2480,покупка,None,old
23.04.2022,Продукт 27,Тип 4,620,покупка,Реклама,new
23.04.2022,Продукт 51,Тип 4,67,покупка,None,old
23.04.2022,Продукт 52,Тип 4,1477,покупка,None,old
23.04.2022,Продукт 28,Тип 5,4080,покупка,None,new
23.04.2022,Продукт 28,Тип 5,3060,покупка,None,old
23.04.2022,Продукт 28,Тип 5,6630,покупка,Ютуб,old
23.04.2022,Продукт 28,Тип 5,48960,покупка,None,old
23.04.2022,Продукт 53,Тип 1,5760,покупка,None,new
23.04.2022,Продукт 54,Тип 2,2970,покупка,Блогер,old
23.04.2022,Продукт 66,Тип 9,9000,покупка,None,new
23.04.2022,Продукт 60,Тип 2,1950,покупка,None,old
23.04.2022,Продукт 31,Тип 1,4500,покупка,None,new
23.04.2022,Продукт 31,Тип 1,4750,покупка,None,old
23.04.2022,Продукт 31,Тип 1,45000,покупка,Блогер,new
23.04.2022,Продукт 31,Тип 1,2250,покупка,Блогер,old
23.04.2022,Продукт 32,Тип 6,10800,покупка,None,new
23.04.2022,Продукт 34,Тип 2,1720,покупка,Реклама,new
23.04.2022,Продукт 34,Тип 2,3010,покупка,Реклама,old
23.04.2022,Продукт 37,Тип 4,67,покупка,None,old
23.04.2022,Продукт 37,Тип 4,310,покупка,Блогер,old
24.04.2022,Продукт 1,Тип 1,697,покупка,Лидген,old
24.04.2022,Продукт 77,Тип 2,97,покупка,Лидген,old
24.04.2022,Продукт 3,Тип 2,697,покупка,Лидген,old
24.04.2022,Продукт 4,Тип 1,3060,покупка,None,new
24.04.2022,Продукт 4,Тип 1,580,покупка,None,old
24.04.2022,Продукт 4,Тип 1,3060,покупка,Блогер,new
24.04.2022,Продукт 41,Тип 4,2340,покупка,None,old
24.04.2022,Продукт 57,Тип 4,2940,покупка,Блогер,new
24.04.2022,Продукт 9,Тип 3,2800,в подарок,None,new
24.04.2022,Продукт 62,Тип 4,440,покупка,Лидген,old
24.04.2022,Продукт 12,Тип 1,3060,в подарок,None,new
24.04.2022,Продукт 12,Тип 1,4080,покупка,None,new
24.04.2022,Продукт 12,Тип 1,3315,покупка,Ютуб,new
24.04.2022,Продукт 46,Тип 4,1860,покупка,None,new
24.04.2022,Продукт 47,Тип 7,2940,покупка,Лидген,old
24.04.2022,Продукт 55,Тип 2,97,покупка,Лидген,old
24.04.2022,Продукт 16,Тип 2,2015,в подарок,Ютуб,old
24.04.2022,Продукт 16,Тип 2,9920,покупка,None,new
24.04.2022,Продукт 16,Тип 2,14880,покупка,None,old
24.04.2022,Продукт 16,Тип 2,6045,покупка,Ютуб,new
24.04.2022,Продукт 16,Тип 2,4030,покупка,Ютуб,old
24.04.2022,Продукт 16,Тип 2,4030,покупка,Телеграм,new
24.04.2022,Продукт 16,Тип 2,4030,покупка,Телеграм,old
24.04.2022,Продукт 63,Тип 1,2730,покупка,Реклама,new
24.04.2022,Продукт 17,Тип 2,1550,покупка,None,old
24.04.2022,Продукт 17,Тип 2,2015,покупка,Ютуб,new
24.04.2022,Продукт 50,Тип 4,90,покупка,None,old
