pay_date,producttitle,productType,revenue,paymenttype,Source,user_type
24.04.2022,Продукт 18,Тип 1,4080,в подарок,None,new
24.04.2022,Продукт 19,Тип 4,750,покупка,None,old
24.04.2022,Продукт 21,Тип 5,1550,покупка,None,old
24.04.2022,Продукт 22,Тип 1,3060,покупка,Блогер,new
24.04.2022,Продукт 23,Тип 1,15990,покупка,Ютуб,new
24.04.2022,Продукт 23,Тип 1,7995,покупка,Телеграм,old
24.04.2022,Продукт 26,Тип 5,697,покупка,Лидген,old
24.04.2022,Продукт 28,Тип 5,3060,покупка,None,new
24.04.2022,Продукт 28,Тип 5,3315,покупка,Ютуб,new
24.04.2022,Продукт 28,Тип 5,4080,покупка,None,new
24.04.2022,Продукт 28,Тип 5,17960,покупка,None,old
24.04.2022,Продукт 66,Тип 9,9000,покупка,Блогер,new
24.04.2022,Продукт 31,Тип 1,49500,покупка,Блогер,new
24.04.2022,Продукт 31,Тип 1,9000,покупка,Блогер,old
24.04.2022,Продукт 32,Тип 6,18000,покупка,None,old
24.04.2022,Продукт 34,Тип 2,2150,покупка,None,old
24.04.2022,Продукт 34,Тип 2,2795,покупка,Ютуб,new
24.04.2022,Продукт 35,Тип 2,1750,покупка,None,old
24.04.2022,Продукт 73,Тип 2,637,покупка,Лидген,old
24.04.2022,Продукт 37,Тип 4,1860,покупка,None,new
25.04.2022,Продукт 1,Тип 1,8160,покупка,None,new
25.04.2022,Продукт 1,Тип 1,4630,покупка,None,old
25.04.2022,Продукт 3,Тип 2,4080,покупка,None,old
25.04.2022,Продукт 4,Тип 1,5610,покупка,None,old
25.04.2022,Продукт 5,Тип 7,5040,покупка,None,new
25.04.2022,Продукт 81,Тип 2,2450,покупка,Реклама,new
25.04.2022,Продукт 6,Тип 2,4410,покупка,None,new
25.04.2022,Продукт 7,Тип 3,8800,в подарок,None,new
25.04.2022,Продукт 8,Тип 3,2275,в подарок,None,new
25.04.2022,Продукт 61,Тип 3,7100,в подарок,None,old
25.04.2022,Продукт 10,Тип 4,1400,покупка,None,old
25.04.2022,Продукт 12,Тип 1,7650,покупка,None,new
25.04.2022,Продукт 12,Тип 1,4560,покупка,None,old
25.04.2022,Продукт 46,Тип 4,620,покупка,None,old
25.04.2022,Продукт 14,Тип 4,1860,покупка,Блогер,new
25.04.2022,Продукт 16,Тип 2,2480,в подарок,None,old
25.04.2022,Продукт 16,Тип 2,9920,покупка,None,new
25.04.2022,Продукт 16,Тип 2,14880,покупка,None,old
25.04.2022,Продукт 16,Тип 2,8060,покупка,Ютуб,new
25.04.2022,Продукт 16,Тип 2,8060,покупка,Ютуб,old
25.04.2022,Продукт 63,Тип 1,1950,покупка,None,old
25.04.2022,Продукт 17,Тип 2,2480,покупка,None,new
25.04.2022,Продукт 50,Тип 4,2480,покупка,None,new
25.04.2022,Продукт 50,Тип 4,2480,покупка,None,old
25.04.2022,Продукт 76,Тип 1,3510,покупка,None,old
25.04.2022,Продукт 18,Тип 1,3650,покупка,None,new
25.04.2022,Продукт 18,Тип 1,6120,покупка,Блогер,new
25.04.2022,Продукт 20,Тип 1,7920,покупка,None,new
25.04.2022,Продукт 20,Тип 1,7920,покупка,None,old
25.04.2022,Продукт 79,Тип 2,2480,покупка,None,new
25.04.2022,Продукт 22,Тип 1,3315,покупка,Ютуб,old
25.04.2022,Продукт 23,Тип 1,7995,в подарок,Телеграм,new
25.04.2022,Продукт 23,Тип 1,7995,покупка,Ютуб,new
25.04.2022,Продукт 23,Тип 1,7995,покупка,Ютуб,old
25.04.2022,Продукт 24,Тип 2,7920,покупка,None,new
25.04.2022,Продукт 24,Тип 2,2950,покупка,None,old
25.04.2022,Продукт 27,Тип 4,2480,покупка,None,new
25.04.2022,Продукт 27,Тип 4,6200,покупка,None,old
25.04.2022,Продукт 28,Тип 5,3060,в подарок,None,new
25.04.2022,Продукт 28,Тип 5,7140,покупка,None,new
25.04.2022,Продукт 28,Тип 5,7140,покупка,None,old
25.04.2022,Продукт 28,Тип 5,17360,покупка,None,old
25.04.2022,Продукт 53,Тип 1,6480,покупка,None,old
25.04.2022,Продукт 54,Тип 2,4950,покупка,None,old
25.04.2022,Продукт 60,Тип 2,1860,покупка,Блогер,old
25.04.2022,Продукт 31,Тип 1,5250,покупка,None,new
25.04.2022,Продукт 31,Тип 1,3000,покупка,None,old
25.04.2022,Продукт 31,Тип 1,36000,покупка,Блогер,new
25.04.2022,Продукт 32,Тип 6,18000,покупка,None,old
25.04.2022,Продукт 69,Тип 6,36000,покупка,None,old
25.04.2022,Продукт 35,Тип 2,2450,покупка,None,new
25.04.2022,Продукт 35,Тип 2,2275,покупка,Ютуб,old
25.04.2022,Продукт 39,Тип 5,2800,покупка,None,old
26.04.2022,Продукт 80,Тип 4,1960,покупка,None,old
26.04.2022,Продукт 1,Тип 1,550,покупка,None,old
26.04.2022,Продукт 74,Тип 4,2800,в подарок,None,new
26.04.2022,Продукт 74,Тип 4,2450,покупка,None,old
26.04.2022,Продукт 77,Тип 2,1860,покупка,None,old
26.04.2022,Продукт 40,Тип 1,2800,покупка,None,old
26.04.2022,Продукт 40,Тип 1,2275,покупка,Телеграм,old
26.04.2022,Продукт 4,Тип 1,3060,покупка,Блогер,new
26.04.2022,Продукт 4,Тип 1,3570,покупка,Реклама,new
26.04.2022,Продукт 41,Тип 4,1560,покупка,None,old
26.04.2022,Продукт 5,Тип 7,80,покупка,None,old
26.04.2022,Продукт 6,Тип 2,1560,покупка,Лидген,old
26.04.2022,Продукт 7,Тип 3,4200,в подарок,None,new
26.04.2022,Продукт 7,Тип 3,9600,в подарок,None,old
26.04.2022,Продукт 9,Тип 3,4800,в подарок,None,new
26.04.2022,Продукт 9,Тип 3,4800,в подарок,None,old
26.04.2022,Продукт 43,Тип 4,1560,покупка,Реклама,old
26.04.2022,Продукт 12,Тип 2,4080,покупка,None,new
26.04.2022,Продукт 12,Тип 1,5470,покупка,None,old
26.04.2022,Продукт 12,Тип 1,3060,покупка,Реклама,old
26.04.2022,Продукт 58,Тип 5,1500,покупка,Блогер,old
26.04.2022,Продукт 55,Тип 2,2480,покупка,None,old
26.04.2022,Продукт 15,Тип 2,2800,покупка,None,old
26.04.2022,Продукт 16,Тип 2,4340,покупка,None,new
26.04.2022,Продукт 16,Тип 2,16430,покупка,None,old
26.04.2022,Продукт 16,Тип 2,1860,покупка,Блогер,new
26.04.2022,Продукт 16,Тип 2,4030,покупка,Ютуб,new
26.04.2022,Продукт 16,Тип 2,2015,покупка,Ютуб,old
26.04.2022,Продукт 17,Тип 2,1860,покупка,None,old
26.04.2022,Продукт 50,Тип 4,930,покупка,Блогер,old
26.04.2022,Продукт 18,Тип 1,4080,покупка,None,old
26.04.2022,Продукт 18,Тип 1,2550,покупка,Блогер,old
26.04.2022,Продукт 20,Тип 1,7920,покупка,None,new
26.04.2022,Продукт 21,Тип 5,1860,покупка,None,old
26.04.2022,Продукт 22,Тип 1,3060,покупка,Блогер,new
26.04.2022,Продукт 23,Тип 1,28290,покупка,None,old
26.04.2022,Продукт 24,Тип 2,1920,покупка,None,old
26.04.2022,Продукт 25,Тип 7,1600,покупка,None,old
26.04.2022,Продукт 26,Тип 5,3060,покупка,Лидген,old
26.04.2022,Продукт 27,Тип 4,1860,покупка,None,new
26.04.2022,Продукт 28,Тип 5,7140,покупка,None,new
26.04.2022,Продукт 28,Тип 5,550,покупка,None,old
26.04.2022,Продукт 28,Тип 5,3315,покупка,Ютуб,new
26.04.2022,Продукт 28,Тип 5,3315,покупка,Ютуб,old
26.04.2022,Продукт 28,Тип 5,3315,покупка,Телеграм,old
26.04.2022,Продукт 28,Тип 5,9180,покупка,None,old
26.04.2022,Продукт 53,Тип 1,4760,покупка,None,old
26.04.2022,Продукт 53,Тип 1,4320,покупка,Реклама,old
26.04.2022,Продукт 54,Тип 2,6930,покупка,None,old
26.04.2022,Продукт 60,Тип 2,2480,покупка,None,new
26.04.2022,Продукт 60,Тип 2,2480,покупка,None,old
26.04.2022,Продукт 31,Тип 1,5840,покупка,None,old
26.04.2022,Продукт 31,Тип 1,4500,покупка,Блогер,new
26.04.2022,Продукт 31,Тип 1,4500,покупка,Блогер,old
26.04.2022,Продукт 32,Тип 6,18000,покупка,None,old
26.04.2022,Продукт 69,Тип 6,36000,покупка,None,old
26.04.2022,Продукт 70,Тип 6,14700,покупка,None,old
26.04.2022,Продукт 44,Тип 2,2170,покупка,None,old
27.04.2022,Продукт 80,Тип 4,2940,в подарок,None,new
27.04.2022,Продукт 77,Тип 2,2480,покупка,None,old
27.04.2022,Продукт 77,Тип 2,3720,покупка,Блогер,old
27.04.2022,Продукт 4,Тип 1,3060,покупка,Блогер,new
27.04.2022,Продукт 6,Тип 2,7560,покупка,None,old
27.04.2022,Продукт 7,Тип 3,2800,в подарок,None,new
27.04.2022,Продукт 7,Тип 3,980,в подарок,None,old
27.04.2022,Продукт 8,Тип 3,11600,в подарок,None,new
27.04.2022,Продукт 9,Тип 3,11575,в подарок,None,new
27.04.2022,Продукт 9,Тип 3,8000,в подарок,None,old
27.04.2022,Продукт 12,Тип 1,4080,покупка,None,new
27.04.2022,Продукт 47,Тип 7,3920,покупка,None,new
27.04.2022,Продукт 47,Тип 7,9555,покупка,Ютуб,old
27.04.2022,Продукт 14,Тип 4,2480,покупка,None,new
27.04.2022,Продукт 16,Тип 2,2480,в подарок,None,new
27.04.2022,Продукт 16,Тип 2,2480,покупка,None,new
27.04.2022,Продукт 16,Тип 2,2480,покупка,None,old
27.04.2022,Продукт 63,Тип 1,2340,покупка,None,new
27.04.2022,Продукт 64,Тип 4,1550,покупка,None,old
27.04.2022,Продукт 17,Тип 2,4340,покупка,None,new
27.04.2022,Продукт 59,Тип 4,2275,покупка,Телеграм,old
27.04.2022,Продукт 18,Тип 1,4080,в подарок,None,new
27.04.2022,Продукт 18,Тип 1,12240,покупка,Блогер,new
27.04.2022,Продукт 21,Тип 5,2480,в подарок,None,new
27.04.2022,Продукт 22,Тип 1,3060,покупка,Блогер,old
27.04.2022,Продукт 24,Тип 2,14850,покупка,None,new
27.04.2022,Продукт 25,Тип 7,5040,покупка,None,new
27.04.2022,Продукт 25,Тип 7,2260,покупка,None,old
27.04.2022,Продукт 28,Тип 5,3060,покупка,None,old
27.04.2022,Продукт 28,Тип 5,13260,покупка,Ютуб,new
27.04.2022,Продукт 28,Тип 5,3315,покупка,Телеграм,old
27.04.2022,Продукт 53,Тип 1,5760,покупка,None,new
27.04.2022,Продукт 60,Тип 2,2480,покупка,None,new
27.04.2022,Продукт 60,Тип 2,7440,покупка,None,old
27.04.2022,Продукт 31,Тип 1,5250,покупка,None,new
27.04.2022,Продукт 31,Тип 1,18000,покупка,Блогер,new
27.04.2022,Продукт 31,Тип 1,4500,покупка,Блогер,old
27.04.2022,Продукт 32,Тип 6,18000,покупка,None,new
27.04.2022,Продукт 32,Тип 6,18000,покупка,None,old
27.04.2022,Продукт 34,Тип 2,3010,покупка,None,old
27.04.2022,Продукт 35,Тип 2,2800,в подарок,None,old
27.04.2022,Продукт 56,Тип 4,585,покупка,Телеграм,old
27.04.2022,Продукт 73,Тип 2,3430,покупка,None,old
28.04.2022,Продукт 80,Тип 4,1470,покупка,None,old
28.04.2022,Продукт 1,Тип 1,4080,покупка,None,new
28.04.2022,Продукт 1,Тип 1,4080,покупка,None,old
28.04.2022,Продукт 1,Тип 1,3315,покупка,Ютуб,old
28.04.2022,Продукт 74,Тип 4,1050,покупка,None,old
28.04.2022,Продукт 74,Тип 4,350,покупка,Блогер,old
28.04.2022,Продукт 77,Тип 2,930,покупка,None,old
28.04.2022,Продукт 4,Тип 1,1020,покупка,None,new
28.04.2022,Продукт 4,Тип 1,6120,покупка,Блогер,new
28.04.2022,Продукт 42,Тип 4,930,покупка,None,old
28.04.2022,Продукт 7,Тип 3,6100,в подарок,None,new
28.04.2022,Продукт 7,Тип 3,6400,в подарок,None,old
28.04.2022,Продукт 61,Тип 3,4000,в подарок,None,new
28.04.2022,Продукт 10,Тип 4,1050,покупка,Блогер,old
28.04.2022,Продукт 12,Тип 1,6630,покупка,Закрытые чаты в ТГ,old
28.04.2022,Продукт 12,Тип 1,3315,покупка,Ютуб,new
28.04.2022,Продукт 12,Тип 1,9945,покупка,Ютуб,old
28.04.2022,Продукт 12,Тип 1,3315,покупка,Телеграм,old
28.04.2022,Продукт 46,Тип 4,310,покупка,Блогер,old
28.04.2022,Продукт 47,Тип 7,7840,покупка,None,old
28.04.2022,Продукт 47,Тип 7,12740,покупка,Ютуб,new
28.04.2022,Продукт 47,Тип 7,3185,покупка,Телеграм,new
28.04.2022,Продукт 13,Тип 2,2100,покупка,Блогер,new
28.04.2022,Продукт 14,Тип 4,2480,покупка,None,new
28.04.2022,Продукт 14,Тип 4,1395,покупка,Ютуб,old
28.04.2022,Продукт 15,Тип 2,700,покупка,None,new
28.04.2022,Продукт 16,Тип 2,2480,покупка,None,old
28.04.2022,Продукт 16,Тип 2,13020,покупка,Блогер,new
28.04.2022,Продукт 63,Тип 1,780,покупка,None,new
28.04.2022,Продукт 17,Тип 2,3100,покупка,None,new
28.04.2022,Продукт 50,Тип 4,310,покупка,Блогер,old
28.04.2022,Продукт 59,Тип 4,1050,покупка,None,old
28.04.2022,Продукт 18,Тип 1,5100,покупка,None,new
28.04.2022,Продукт 18,Тип 1,18360,покупка,Блогер,new
28.04.2022,Продукт 19,Тип 4,250,покупка,None,old
28.04.2022,Продукт 20,Тип 1,7920,покупка,None,new
28.04.2022,Продукт 79,Тип 2,930,покупка,Блогер,old
28.04.2022,Продукт 23,Тип 1,2460,покупка,None,new
28.04.2022,Продукт 24,Тип 2,6435,в подарок,Ютуб,old
28.04.2022,Продукт 24,Тип 2,4950,покупка,None,old
28.04.2022,Продукт 26,Тип 5,1530,покупка,None,old
28.04.2022,Продукт 27,Тип 4,1860,покупка,None,old
28.04.2022,Продукт 51,Тип 4,310,покупка,Блогер,old
28.04.2022,Продукт 52,Тип 4,390,покупка,Блогер,old
28.04.2022,Продукт 28,Тип 5,8160,покупка,None,new
28.04.2022,Продукт 28,Тип 5,3060,покупка,Блогер,new
28.04.2022,Продукт 28,Тип 5,9945,покупка,Ютуб,new
28.04.2022,Продукт 28,Тип 5,3315,покупка,Ютуб,old
28.04.2022,Продукт 28,Тип 5,3315,покупка,Телеграм,new
28.04.2022,Продукт 28,Тип 5,6630,покупка,Телеграм,old
28.04.2022,Продукт 53,Тип 1,5760,покупка,None,old
28.04.2022,Продукт 53,Тип 1,2320,покупка,Блогер,old
28.04.2022,Продукт 66,Тип 9,12000,покупка,None,old
28.04.2022,Продукт 30,Тип 4,310,покупка,None,old
28.04.2022,Продукт 60,Тип 2,4650,в подарок,None,old
28.04.2022,Продукт 60,Тип 2,4960,покупка,None,old
28.04.2022,Продукт 60,Тип 2,2015,покупка,Телеграм,old
28.04.2022,Продукт 31,Тип 1,4500,покупка,Блогер,new
28.04.2022,Продукт 31,Тип 1,9000,покупка,Блогер,old
28.04.2022,Продукт 68,Тип 4,750,покупка,Блогер,old
28.04.2022,Продукт 32,Тип 6,10800,покупка,Блогер,old
28.04.2022,Продукт 34,Тип 2,2580,покупка,Блогер,new
28.04.2022,Продукт 35,Тип 2,2450,в подарок,None,old
28.04.2022,Продукт 35,Тип 2,1050,покупка,None,old
28.04.2022,Продукт 56,Тип 4,510,покупка,Блогер,old
28.04.2022,Продукт 37,Тип 4,1860,в подарок,None,new
29.04.2022,Продукт 1,Тип 1,3060,в подарок,None,new
29.04.2022,Продукт 74,Тип 4,350,покупка,Блогер,old
29.04.2022,Продукт 77,Тип 2,4960,покупка,None,old
29.04.2022,Продукт 4,Тип 1,3060,в подарок,None,old
29.04.2022,Продукт 4,Тип 1,4080,покупка,None,new
29.04.2022,Продукт 4,Тип 1,3060,покупка,Блогер,new
29.04.2022,Продукт 5,Тип 7,1077,покупка,None,old
29.04.2022,Продукт 7,Тип 3,11200,в подарок,None,new
29.04.2022,Продукт 8,Тип 3,4800,в подарок,None,new
29.04.2022,Продукт 12,Тип 1,237,покупка,None,old
29.04.2022,Продукт 12,Тип 1,3315,покупка,Ютуб,new
29.04.2022,Продукт 12,Тип 1,6630,покупка,Ютуб,old
29.04.2022,Продукт 12,Тип 1,3315,покупка,Телеграм,new
29.04.2022,Продукт 12,Тип 1,6630,покупка,Телеграм,old
29.04.2022,Продукт 46,Тип 4,310,покупка,Блогер,old
29.04.2022,Продукт 47,Тип 7,3920,покупка,None,new
29.04.2022,Продукт 55,Тип 2,2480,покупка,None,new
29.04.2022,Продукт 16,Тип 2,2480,в подарок,None,new
29.04.2022,Продукт 16,Тип 2,3720,покупка,Блогер,new
29.04.2022,Продукт 18,Тип 1,4080,в подарок,None,old
29.04.2022,Продукт 18,Тип 1,21420,покупка,Блогер,new
29.04.2022,Продукт 18,Тип 1,3060,покупка,Блогер,old
29.04.2022,Продукт 18,Тип 1,3315,покупка,Ютуб,new
29.04.2022,Продукт 22,Тип 1,8160,покупка,None,new
29.04.2022,Продукт 22,Тип 1,4550,покупка,None,old
29.04.2022,Продукт 23,Тип 1,9840,покупка,None,new
29.04.2022,Продукт 23,Тип 1,6150,покупка,Блогер,new
29.04.2022,Продукт 25,Тип 7,760,покупка,None,old
29.04.2022,Продукт 25,Тип 7,8640,покупка,Блогер,new
29.04.2022,Продукт 51,Тип 4,310,покупка,Блогер,old
29.04.2022,Продукт 52,Тип 4,390,покупка,Блогер,old
29.04.2022,Продукт 28,Тип 5,3060,покупка,Блогер,new
29.04.2022,Продукт 28,Тип 5,3060,покупка,None,old
29.04.2022,Продукт 53,Тип 1,6520,покупка,None,old
29.04.2022,Продукт 60,Тип 2,2480,покупка,None,new
29.04.2022,Продукт 60,Тип 2,2170,покупка,None,old
29.04.2022,Продукт 31,Тип 1,4980,в подарок,None,old
29.04.2022,Продукт 31,Тип 1,4500,покупка,None,old
29.04.2022,Продукт 31,Тип 1,9750,покупка,Закрытые чаты в ТГ,old
29.04.2022,Продукт 32,Тип 6,7200,покупка,None,new
29.04.2022,Продукт 32,Тип 6,36000,покупка,None,old
29.04.2022,Продукт 32,Тип 6,12600,покупка,Ютуб,old
29.04.2022,Продукт 32,Тип 6,14400,покупка,Реклама,new
29.04.2022,Продукт 33,Тип 2,1050,покупка,Блогер,old
29.04.2022,Продукт 35,Тип 2,2100,покупка,None,old
29.04.2022,Продукт 35,Тип 2,9100,покупка,Ютуб,new
29.04.2022,Продукт 35,Тип 2,2275,покупка,Ютуб,old
29.04.2022,Продукт 44,Тип 2,9920,покупка,None,old
29.04.2022,Продукт 72,Тип 4,2480,покупка,None,new
30.04.2022,Продукт 80,Тип 4,420,покупка,None,old
30.04.2022,Продукт 1,Тип 1,3315,покупка,Ютуб,old
30.04.2022,Продукт 4,Тип 1,6630,покупка,None,new
30.04.2022,Продукт 4,Тип 1,3060,покупка,Блогер,new
30.04.2022,Продукт 57,Тип 4,2450,покупка,None,new
30.04.2022,Продукт 6,Тип 2,2205,покупка,Ютуб,old
30.04.2022,Продукт 7,Тип 3,8080,в подарок,None,new
30.04.2022,Продукт 9,Тип 3,7300,в подарок,None,new
30.04.2022,Продукт 61,Тип 3,5432,в подарок,None,new
30.04.2022,Продукт 12,Тип 1,2550,покупка,None,new
30.04.2022,Продукт 12,Тип 1,6630,покупка,Ютуб,new
30.04.2022,Продукт 46,Тип 4,1550,покупка,None,new
30.04.2022,Продукт 47,Тип 7,2940,покупка,Блогер,old
30.04.2022,Продукт 15,Тип 2,2100,покупка,None,new
30.04.2022,Продукт 67,Тип 2,37200,покупка,None,new
30.04.2022,Продукт 67,Тип 2,7440,покупка,None,old
30.04.2022,Продукт 16,Тип 2,1085,покупка,Ютуб,old
30.04.2022,Продукт 17,Тип 2,480,покупка,None,old
30.04.2022,Продукт 17,Тип 2,1860,покупка,Блогер,new
30.04.2022,Продукт 18,Тип 1,4080,покупка,None,old
30.04.2022,Продукт 18,Тип 1,9180,покупка,Блогер,new
30.04.2022,Продукт 21,Тип 5,1085,покупка,Ютуб,old
30.04.2022,Продукт 79,Тип 2,2480,в подарок,None,new
30.04.2022,Продукт 79,Тип 2,1015,покупка,Ютуб,new
30.04.2022,Продукт 24,Тип 2,6435,покупка,Ютуб,old
30.04.2022,Продукт 25,Тип 7,5760,покупка,None,new
30.04.2022,Продукт 25,Тип 7,4320,покупка,Блогер,new
30.04.2022,Продукт 26,Тип 5,4080,покупка,None,new
30.04.2022,Продукт 28,Тип 5,6120,покупка,Блогер,new
30.04.2022,Продукт 28,Тип 5,6630,покупка,Ютуб,new
30.04.2022,Продукт 28,Тип 5,3060,покупка,Лидген,new
30.04.2022,Продукт 53,Тип 1,5760,покупка,None,new
30.04.2022,Продукт 53,Тип 1,5760,покупка,None,old
30.04.2022,Продукт 60,Тип 2,2480,покупка,None,old
30.04.2022,Продукт 32,Тип 6,18000,в подарок,None,old
30.04.2022,Продукт 32,Тип 6,18000,покупка,None,new
30.04.2022,Продукт 32,Тип 6,36000,покупка,None,old
30.04.2022,Продукт 69,Тип 6,36000,покупка,None,new
30.04.2022,Продукт 70,Тип 6,14700,покупка,None,new
30.04.2022,Продукт 35,Тип 2,2275,в подарок,Ютуб,old
30.04.2022,Продукт 35,Тип 2,300,покупка,None,old
30.04.2022,Продукт 35,Тип 2,31850,покупка,Ютуб,new
30.04.2022,Продукт 35,Тип 2,12600,покупка,Ютуб,old
30.04.2022,Продукт 35,Тип 2,2275,покупка,Телеграм,old
30.04.2022,Продукт 44,Тип 2,2480,покупка,None,old
30.04.2022,Продукт 56,Тип 4,2550,покупка,None,new
30.04.2022,Продукт 39,Тип 5,1225,покупка,Ютуб,old